,School Name,Region,School Type,Undergraduate Major,Adjusted Salary
3595,"Wesleyan University (Middletown, Connecticut)",Northeastern,Liberal Arts,Political Science,41256
3596,"Wesleyan University (Middletown, Connecticut)",Northeastern,Liberal Arts,Psychology,36356
3597,"Wesleyan University (Middletown, Connecticut)",Northeastern,Liberal Arts,Religion,34556
3598,"Wesleyan University (Middletown, Connecticut)",Northeastern,Liberal Arts,Sociology,36956
3599,"Wesleyan University (Middletown, Connecticut)",Northeastern,Liberal Arts,Spanish,34456
3600,Bates College,Northeastern,Liberal Arts,Accounting,47256
3601,Bates College,Northeastern,Liberal Arts,Aerospace Engineering,58956
3602,Bates College,Northeastern,Liberal Arts,Agriculture,43856
3603,Bates College,Northeastern,Liberal Arts,Anthropology,38056
3604,Bates College,Northeastern,Liberal Arts,Architecture,42856
3605,Bates College,Northeastern,Liberal Arts,Art History,37056
3606,Bates College,Northeastern,Liberal Arts,Biology,40056
3607,Bates College,Northeastern,Liberal Arts,Business Management,44256
3608,Bates College,Northeastern,Liberal Arts,Chemical Engineering,64456
3609,Bates College,Northeastern,Liberal Arts,Chemistry,43856
3610,Bates College,Northeastern,Liberal Arts,Civil Engineering,55156
3611,Bates College,Northeastern,Liberal Arts,Communications,39356
3612,Bates College,Northeastern,Liberal Arts,Computer Engineering,62656
3613,Bates College,Northeastern,Liberal Arts,Computer Science,57156
3614,Bates College,Northeastern,Liberal Arts,Construction,54956
3615,Bates College,Northeastern,Liberal Arts,Criminal Justice,36256
3616,Bates College,Northeastern,Liberal Arts,Drama,37156
3617,Bates College,Northeastern,Liberal Arts,Economics,51356
3618,Bates College,Northeastern,Liberal Arts,Education,36156
3619,Bates College,Northeastern,Liberal Arts,Electrical Engineering,62156
3620,Bates College,Northeastern,Liberal Arts,English,39256
3621,Bates College,Northeastern,Liberal Arts,Film,39156
3622,Bates College,Northeastern,Liberal Arts,Finance,49156
3623,Bates College,Northeastern,Liberal Arts,Forestry,40356
3624,Bates College,Northeastern,Liberal Arts,Geography,42456
3625,Bates College,Northeastern,Liberal Arts,Geology,44756
3626,Bates College,Northeastern,Liberal Arts,Graphic Design,36956
3627,Bates College,Northeastern,Liberal Arts,Health Care Administration,40056
3628,Bates College,Northeastern,Liberal Arts,History,40456
3629,Bates College,Northeastern,Liberal Arts,Hospitality & Tourism,39056
3630,Bates College,Northeastern,Liberal Arts,Industrial Engineering,58956
3631,Bates College,Northeastern,Liberal Arts,Information Technology (IT),50356
3632,Bates College,Northeastern,Liberal Arts,Interior Design,37356
3633,Bates College,Northeastern,Liberal Arts,International Relations,42156
3634,Bates College,Northeastern,Liberal Arts,Journalism,36856
3635,Bates College,Northeastern,Liberal Arts,Management Information Systems (MIS),50456
3636,Bates College,Northeastern,Liberal Arts,Marketing,42056
3637,Bates College,Northeastern,Liberal Arts,Math,46656
3638,Bates College,Northeastern,Liberal Arts,Mechanical Engineering,59156
3639,Bates College,Northeastern,Liberal Arts,Music,37156
3640,Bates College,Northeastern,Liberal Arts,Nursing,55456
3641,Bates College,Northeastern,Liberal Arts,Nutrition,41156
3642,Bates College,Northeastern,Liberal Arts,Philosophy,41156
3643,Bates College,Northeastern,Liberal Arts,Physician Assistant,75556
3644,Bates College,Northeastern,Liberal Arts,Physics,51556
3645,Bates College,Northeastern,Liberal Arts,Political Science,42056
3646,Bates College,Northeastern,Liberal Arts,Psychology,37156
3647,Bates College,Northeastern,Liberal Arts,Religion,35356
3648,Bates College,Northeastern,Liberal Arts,Sociology,37756
3649,Bates College,Northeastern,Liberal Arts,Spanish,35256
3650,Union College,Northeastern,Liberal Arts,Accounting,47156
3651,Union College,Northeastern,Liberal Arts,Aerospace Engineering,58856
3652,Union College,Northeastern,Liberal Arts,Agriculture,43756
3653,Union College,Northeastern,Liberal Arts,Anthropology,37956
3654,Union College,Northeastern,Liberal Arts,Architecture,42756
3655,Union College,Northeastern,Liberal Arts,Art History,36956
3656,Union College,Northeastern,Liberal Arts,Biology,39956
3657,Union College,Northeastern,Liberal Arts,Business Management,44156
3658,Union College,Northeastern,Liberal Arts,Chemical Engineering,64356
3659,Union College,Northeastern,Liberal Arts,Chemistry,43756
3660,Union College,Northeastern,Liberal Arts,Civil Engineering,55056
3661,Union College,Northeastern,Liberal Arts,Communications,39256
3662,Union College,Northeastern,Liberal Arts,Computer Engineering,62556
3663,Union College,Northeastern,Liberal Arts,Computer Science,57056
3664,Union College,Northeastern,Liberal Arts,Construction,54856
3665,Union College,Northeastern,Liberal Arts,Criminal Justice,36156
3666,Union College,Northeastern,Liberal Arts,Drama,37056
3667,Union College,Northeastern,Liberal Arts,Economics,51256
3668,Union College,Northeastern,Liberal Arts,Education,36056
3669,Union College,Northeastern,Liberal Arts,Electrical Engineering,62056
3670,Union College,Northeastern,Liberal Arts,English,39156
3671,Union College,Northeastern,Liberal Arts,Film,39056
3672,Union College,Northeastern,Liberal Arts,Finance,49056
3673,Union College,Northeastern,Liberal Arts,Forestry,40256
3674,Union College,Northeastern,Liberal Arts,Geography,42356
3675,Union College,Northeastern,Liberal Arts,Geology,44656
3676,Union College,Northeastern,Liberal Arts,Graphic Design,36856
3677,Union College,Northeastern,Liberal Arts,Health Care Administration,39956
3678,Union College,Northeastern,Liberal Arts,History,40356
3679,Union College,Northeastern,Liberal Arts,Hospitality & Tourism,38956
3680,Union College,Northeastern,Liberal Arts,Industrial Engineering,58856
3681,Union College,Northeastern,Liberal Arts,Information Technology (IT),50256
3682,Union College,Northeastern,Liberal Arts,Interior Design,37256
3683,Union College,Northeastern,Liberal Arts,International Relations,42056
3684,Union College,Northeastern,Liberal Arts,Journalism,36756
3685,Union College,Northeastern,Liberal Arts,Management Information Systems (MIS),50356
3686,Union College,Northeastern,Liberal Arts,Marketing,41956
3687,Union College,Northeastern,Liberal Arts,Math,46556
3688,Union College,Northeastern,Liberal Arts,Mechanical Engineering,59056
3689,Union College,Northeastern,Liberal Arts,Music,37056
3690,Union College,Northeastern,Liberal Arts,Nursing,55356
3691,Union College,Northeastern,Liberal Arts,Nutrition,41056
3692,Union College,Northeastern,Liberal Arts,Philosophy,41056
3693,Union College,Northeastern,Liberal Arts,Physician Assistant,75456
3694,Union College,Northeastern,Liberal Arts,Physics,51456
3695,Union College,Northeastern,Liberal Arts,Political Science,41956
3696,Union College,Northeastern,Liberal Arts,Psychology,37056
3697,Union College,Northeastern,Liberal Arts,Religion,35256
3698,Union College,Northeastern,Liberal Arts,Sociology,37656
3699,Union College,Northeastern,Liberal Arts,Spanish,35156
3700,University of Richmond,Southern,Liberal Arts,Accounting,48556
3701,University of Richmond,Southern,Liberal Arts,Aerospace Engineering,60256
3702,University of Richmond,Southern,Liberal Arts,Agriculture,45156
3703,University of Richmond,Southern,Liberal Arts,Anthropology,39356
3704,University of Richmond,Southern,Liberal Arts,Architecture,44156
3705,University of Richmond,Southern,Liberal Arts,Art History,38356
3706,University of Richmond,Southern,Liberal Arts,Biology,41356
3707,University of Richmond,Southern,Liberal Arts,Business Management,45556
3708,University of Richmond,Southern,Liberal Arts,Chemical Engineering,65756
3709,University of Richmond,Southern,Liberal Arts,Chemistry,45156
3710,University of Richmond,Southern,Liberal Arts,Civil Engineering,56456
3711,University of Richmond,Southern,Liberal Arts,Communications,40656
3712,University of Richmond,Southern,Liberal Arts,Computer Engineering,63956
3713,University of Richmond,Southern,Liberal Arts,Computer Science,58456
3714,University of Richmond,Southern,Liberal Arts,Construction,56256
3715,University of Richmond,Southern,Liberal Arts,Criminal Justice,37556
3716,University of Richmond,Southern,Liberal Arts,Drama,38456
3717,University of Richmond,Southern,Liberal Arts,Economics,52656
3718,University of Richmond,Southern,Liberal Arts,Education,37456
3719,University of Richmond,Southern,Liberal Arts,Electrical Engineering,63456
3720,University of Richmond,Southern,Liberal Arts,English,40556
3721,University of Richmond,Southern,Liberal Arts,Film,40456
3722,University of Richmond,Southern,Liberal Arts,Finance,50456
3723,University of Richmond,Southern,Liberal Arts,Forestry,41656
3724,University of Richmond,Southern,Liberal Arts,Geography,43756
3725,University of Richmond,Southern,Liberal Arts,Geology,46056
3726,University of Richmond,Southern,Liberal Arts,Graphic Design,38256
3727,University of Richmond,Southern,Liberal Arts,Health Care Administration,41356
3728,University of Richmond,Southern,Liberal Arts,History,41756
3729,University of Richmond,Southern,Liberal Arts,Hospitality & Tourism,40356
3730,University of Richmond,Southern,Liberal Arts,Industrial Engineering,60256
3731,University of Richmond,Southern,Liberal Arts,Information Technology (IT),51656
3732,University of Richmond,Southern,Liberal Arts,Interior Design,38656
3733,University of Richmond,Southern,Liberal Arts,International Relations,43456
3734,University of Richmond,Southern,Liberal Arts,Journalism,38156
3735,University of Richmond,Southern,Liberal Arts,Management Information Systems (MIS),51756
3736,University of Richmond,Southern,Liberal Arts,Marketing,43356
3737,University of Richmond,Southern,Liberal Arts,Math,47956
3738,University of Richmond,Southern,Liberal Arts,Mechanical Engineering,60456
3739,University of Richmond,Southern,Liberal Arts,Music,38456
3740,University of Richmond,Southern,Liberal Arts,Nursing,56756
3741,University of Richmond,Southern,Liberal Arts,Nutrition,42456
3742,University of Richmond,Southern,Liberal Arts,Philosophy,42456
3743,University of Richmond,Southern,Liberal Arts,Physician Assistant,76856
3744,University of Richmond,Southern,Liberal Arts,Physics,52856
3745,University of Richmond,Southern,Liberal Arts,Political Science,43356
3746,University of Richmond,Southern,Liberal Arts,Psychology,38456
3747,University of Richmond,Southern,Liberal Arts,Religion,36656
3748,University of Richmond,Southern,Liberal Arts,Sociology,39056
3749,University of Richmond,Southern,Liberal Arts,Spanish,36556
3750,Vassar College,Northeastern,Liberal Arts,Accounting,45956
3751,Vassar College,Northeastern,Liberal Arts,Aerospace Engineering,57656
3752,Vassar College,Northeastern,Liberal Arts,Agriculture,42556
3753,Vassar College,Northeastern,Liberal Arts,Anthropology,36756
3754,Vassar College,Northeastern,Liberal Arts,Architecture,41556
3755,Vassar College,Northeastern,Liberal Arts,Art History,35756
3756,Vassar College,Northeastern,Liberal Arts,Biology,38756
3757,Vassar College,Northeastern,Liberal Arts,Business Management,42956
3758,Vassar College,Northeastern,Liberal Arts,Chemical Engineering,63156
3759,Vassar College,Northeastern,Liberal Arts,Chemistry,42556
3760,Vassar College,Northeastern,Liberal Arts,Civil Engineering,53856
3761,Vassar College,Northeastern,Liberal Arts,Communications,38056
3762,Vassar College,Northeastern,Liberal Arts,Computer Engineering,61356
3763,Vassar College,Northeastern,Liberal Arts,Computer Science,55856
3764,Vassar College,Northeastern,Liberal Arts,Construction,53656
3765,Vassar College,Northeastern,Liberal Arts,Criminal Justice,34956
3766,Vassar College,Northeastern,Liberal Arts,Drama,35856
3767,Vassar College,Northeastern,Liberal Arts,Economics,50056
3768,Vassar College,Northeastern,Liberal Arts,Education,34856
3769,Vassar College,Northeastern,Liberal Arts,Electrical Engineering,60856
3770,Vassar College,Northeastern,Liberal Arts,English,37956
3771,Vassar College,Northeastern,Liberal Arts,Film,37856
3772,Vassar College,Northeastern,Liberal Arts,Finance,47856
3773,Vassar College,Northeastern,Liberal Arts,Forestry,39056
3774,Vassar College,Northeastern,Liberal Arts,Geography,41156
3775,Vassar College,Northeastern,Liberal Arts,Geology,43456
3776,Vassar College,Northeastern,Liberal Arts,Graphic Design,35656
3777,Vassar College,Northeastern,Liberal Arts,Health Care Administration,38756
3778,Vassar College,Northeastern,Liberal Arts,History,39156
3779,Vassar College,Northeastern,Liberal Arts,Hospitality & Tourism,37756
3780,Vassar College,Northeastern,Liberal Arts,Industrial Engineering,57656
3781,Vassar College,Northeastern,Liberal Arts,Information Technology (IT),49056
3782,Vassar College,Northeastern,Liberal Arts,Interior Design,36056
3783,Vassar College,Northeastern,Liberal Arts,International Relations,40856
3784,Vassar College,Northeastern,Liberal Arts,Journalism,35556
3785,Vassar College,Northeastern,Liberal Arts,Management Information Systems (MIS),49156
3786,Vassar College,Northeastern,Liberal Arts,Marketing,40756
3787,Vassar College,Northeastern,Liberal Arts,Math,45356
3788,Vassar College,Northeastern,Liberal Arts,Mechanical Engineering,57856
3789,Vassar College,Northeastern,Liberal Arts,Music,35856
3790,Vassar College,Northeastern,Liberal Arts,Nursing,54156
3791,Vassar College,Northeastern,Liberal Arts,Nutrition,39856
3792,Vassar College,Northeastern,Liberal Arts,Philosophy,39856
3793,Vassar College,Northeastern,Liberal Arts,Physician Assistant,74256
3794,Vassar College,Northeastern,Liberal Arts,Physics,50256
3795,Vassar College,Northeastern,Liberal Arts,Political Science,40756
3796,Vassar College,Northeastern,Liberal Arts,Psychology,35856
3797,Vassar College,Northeastern,Liberal Arts,Religion,34056
3798,Vassar College,Northeastern,Liberal Arts,Sociology,36456
3799,Vassar College,Northeastern,Liberal Arts,Spanish,33956
3800,Middlebury College,Northeastern,Liberal Arts,Accounting,47656
3801,Middlebury College,Northeastern,Liberal Arts,Aerospace Engineering,59356
3802,Middlebury College,Northeastern,Liberal Arts,Agriculture,44256
3803,Middlebury College,Northeastern,Liberal Arts,Anthropology,38456
3804,Middlebury College,Northeastern,Liberal Arts,Architecture,43256
3805,Middlebury College,Northeastern,Liberal Arts,Art History,37456
